video_id,question_id,question_type,timestamp (s),question,correct_answer
4100,8.0,location,5.5,where can i find carpet express services to get my carpet cleaned?,look for the white van labeled carpet express on the left side of the street
4104,2.0,location,2.2,where is the nearest mcdonald's location?,it is in the distance ahead
4110,1.0,location,2.2,where can i find more information about metrow foods limited?,visit www.metrow.co.uk
4110,12.0,location,8.8,"where should i go if i want to have a meal at the la roche restaurant bar cafe, and what type of dining experience can i expect there?","on the left side of the street, and you can expect a casual dining experience"
4111,5.0,location,3.8,"where can i find a shop that sells digital pianos, and are there any other musical instrument shops nearby?","a shop called rose morris that sells digital pianos, and there is another shop called yamaha nearby"
4111,6.0,location,5.5,which shops can i visit for hairstyling services?,hairstyling
4111,8.0,location,5.5,where should i go to visit london's digital piano centre,rose morris
4111,14.0,location,8.8,which shop is located next to the store with the vintage sign?,william hill
4111,15.0,location,7.8,where can i find the music studio on this street?,next to music room
4114,13.0,location,8.8,where can i go to have an italian coffee?,caffè nero
4115,1.0,location,2.2,where is the nearest restaurant?,mcdonald's
4115,7.0,location,5.5,where should i go to take the bus?,beside the advertisement board
4117,12.0,location,0.2,what kind of foods are available expect from pomme de pain?,sandwiches
4117,14.0,location,8.8,where can i find a place to eat along this street?,pomme de pain
4118,6.0,location,5.5,where can i see a red bus with the number 38 on it?,on the left side of the road
4119,12.0,location,8.8,where is the nearest mcdonald's?,ahead on the right side of the street
4119,13.0,location,0.2,where can i find a place to eat nearby?,mcdonald's
4120,1.0,location,0.2,which dry cleaner is on this street,express dry cleaners
4120,2.0,location,2.2,what kind of food options are available at itsu?,"asian salads, sushi, soups, rice bowls"
4120,4.0,location,3.8,where can i find options for sushi nearby?,itsu
4120,5.0,location,3.8,what service can i get at the shop next to wings sandwich bar?,express dry cleaners
4120,11.0,location,7.2,which restaurant might offer asian salads and sushi?,itsu – health & happiness
4120,15.0,location,7.8,what are the restaurants?,itsu and tavo express
4121,1.0,location,2.2,where is st giles casino on this street?,"it is on the right side of the street, just next to coral store"
4123,2.0,location,2.2,which organization is responsible for renting out the available property ?,openrent
4123,7.0,location,5.5,where can i find the school of rock show?,on the building to the right with the large r sign
4124,6.0,location,5.5,how can i go to find 'lloyd webber’s school of rock'?,go to the right side of the street
4124,9.0,location,7.2,which shop provides wine supplies on this street?,majestic wine warehouses
4124,10.0,location,7.2,which restaurant offers indian cuisine on this street?,takari
4125,10.0,location,7.2,which building should i go to for the oasis sports centre?,on the left side of the road
4127,2.0,location,2.2,which restaurant or cafe is located at 18 eversholt street?,the restaurant or cafe is called the venue.
4127,6.0,location,5.5,"where can i find a parking area, and are there any restrictions i should be aware of?","you can find a parking area indicated by a p sign, and you should be aware of the controlled zone restriction"
4128,14.0,location,8.8,where can i find parking areas near the harbour?,near the harbour
4163,4.0,location,3.8,which bus routes are passing by?,414 and 74
4168,15.0,location,7.8,where is the bang & olufsen store located?,on the left
4176,6.0,location,5.5,where does the road labeled a3216 lead to?,chelsea sloane sq
4177,9.0,location,7.2,where does the sign indicate i should go to reach chelsea?,a3216
4183,3.0,location,3.8,which bus line is running through this area?,the bus line is 414
4193,3.0,location,3.8,where should i go to join this bus tour?,original tour
4201,4.0,location,3.8,where is the headquarters or office of we make it happen design & build ltd located?,this is not visible
4217,6.0,location,5.5,where can i find more information about the ad the hate u give displayed on the bus?,on the side of the bus
4218,3.0,location,3.8,are there any other significant landmarks indicated along this route besides parliament square and trafalgar square?,no
4225,5.0,location,3.8,where is the vehicle with the license plate lt57 fcp located relative to my car?,to the left of my car
4225,15.0,location,7.8,where can i find the taxi service?,centralflooda
4228,3.0,location,3.8,where can i find the vehicle with the registration af17 amc ?,on the vehicle ahead in the traffic
4228,7.0,location,5.5,where is the office of w.i. freight that provides worldwide shipping services located?,the text on the truck side does not actually mention an office location
4231,3.0,location,3.8,where can i find the shop that buys gold?,on the right side of the street
4231,9.0,location,7.2,where is the we buy gold shop located?,next to the tree on the right
4235,1.0,location,2.2,what restaurant can i find on this street for some barbecue?,the blues kitchen
4235,3.0,location,3.8,where can i get a sandwich on this street?,subway
4235,13.0,location,8.8,where is the blues kitchen located?,blues by day bbq by night
4241,1.0,location,2.2,which shop should i visit for fish and chips?,popple s fish&chips
4241,2.0,location,2.2,where can i catch a mini cab around here?,mini cabs
4241,5.1,location,3.8,what is the nearest fast food?,mcdonald's
4241,5.2,location,0.2,what is the nearest fast food?,popple s fish&chips
4241,11.0,location,7.2,which cafes are visible along this street?,cafe benjamin and noam cafe
4241,15.0,location,7.8,"where can i find the oriental buffet,?",on the left side of the street
4242,2.0,location,2.2,which store offers mexican food that i can see while driving through this street?,bris mexican
4242,5.0,location,3.8,where should i look for a place to buy groceries in this area?,sainsbury’s local
4242,8.0,location,5.5,where can i find the dental office?,next to the dental sign
4245,5.0,location,3.8,where can i go on this street to find a gym offering fitness classes?,on the right side
4246,1.0,location,2.2,where can i find more information about the company best-one?,visit best-one.co.uk
4246,9.0,location,7.2,where is the nearest bus stop around here?,in front of the paddy power shop
4246,11.0,location,7.2,where is the nearest place i can buy everyday items?,convenience store
4246,12.0,location,8.8,"which service can i find at nationwide on this street, and do they provide their contact number?",banking services with contact number 08456 77 77 81
4246,15.1,location,7.8,which company should i contact to get automatic door services?,contact geze
4246,15.2,location,0.2,which company should i contact to get automatic door services?,there is no  automatic door services here
4247,1.0,location,2.2,where can i get fish and chips nearby?,poppies fish & chips
4247,2.0,location,2.2,which underground station is that on the right?,camden town station
4247,5.1,location,3.8,which store should i visit for health food products?,holland & barrett
4247,5.2,location,0.4,which store should i visit for health food products?,itsu
4247,8.0,location,5.5,which shop is located next to jd sports?,urban
4247,14.2,location,0.2,which fast-food option do i have nearby?,itsu
4247,14.3,location,6.0,which fast-food option do i have nearby?,popple s fish&chips
4248,3.0,location,3.8,which shop offers optician services nearby?,camden contact lens centre
4248,4.0,location,3.8,where can i find an optician?,opticians
4248,6.0,location,5.5,what is the place where i can get contact lenses?,contact lens centre
4248,8.0,location,5.5,which shop is located next to the camden contact lens centre?,pizza shop
4248,10.0,location,7.2,which cafe is open right now that i can visit?,cafe open
4248,14.0,location,8.8,where can i find postal services to send a package today?,fedex
4252,2.0,location,2.2,where can i find pawnbroker services?,mybond pawnbrokers
4252,9.0,location,7.2,"where is the camden comedy club, and what is the best place to park nearby?","the camden comedy club is on my right, and the best place to park nearby is in the camden town car park"
4252,12.0,location,8.8,where can i find the information about the diverted traffic?,on the yellow sign
4252,14.0,location,8.8,which store sells sports equipment on this street?,sports direct.com
4255,1.0,location,2.2,where should i wait for the w5 bus?,on my right side
