video_id,question_id,timestamp (s),question_type,question,correct_answer
69593ee1-f02a-4b4e-91ea-a09548fd505c,12,144.8,hands-on,"which tools have i already used, seen from the scene and texts present?",the trowel and the bhara item
83acbfe5-4c09-440c-ab8b-62479b2915df,12,133.8,hands-on,which type of glue should i use based on the label present in the assembly guide?,wood glue
89e65314-0ed5-4dc2-ab3b-647511dba1a2,12,145.2,hands-on,which materials do i need to gather before working on the page featuring the red barn and castilloes?,fabric pieces and scissors
902c7c1d-020c-4054-8ca1-72fbbfbc0809,12,142.0,hands-on,where can i find replacement o-rings for the parts i'm working on?,in the small plastic bag on the bench
ad0ffdc0-20a2-4776-bbb7-cbb07bf12d72,12,144.7,hands-on,where can i find the rolling pin for making dough?,next to the visitor's permits package
b3af9351-1858-4e6c-a2af-f41cd5d3456f,12,130.5,hands-on,what is the brand of the tricycle in front of me,exmark
c15a4d4b-b457-4a20-afc7-688c7d6dc866,12,139.7,hands-on,"which brand of soil amendment am i using as per the text on the packaging shown in the scene, and what are its stated benefits?","santà eath, enhances plant growth"
cd2e4351-de59-4511-ab43-36c37b388a8d,12,123.3,hands-on,which country are the plums from?,chile
d0cc3ba5-14cc-4d4d-82db-fec29ad01e3e,12,148.5,hands-on,what is the correct orientation for placing the tirupati tubes for cutting?,horizontally on the workbench
d6add349-88d4-485a-93f6-8549f0718596,12,133.3,hands-on,where can i find more information about the origin and type of grain used in the semola rimacinata?,on the packaging
0d9578b6-ee0c-44e0-9341-03d1a3392b2b,13,138.7,hands-on,what brand is this bike that i'm cleaning?,lombardo
159b8635-67d7-4999-99db-442a0b58b1c1,13,143.7,hands-on,what tools are available around the ozeen sign that i can use for my work?,"screwdrivers, pliers, and wrenches"
316b9eb2-ceca-4620-be95-f7d9a4fb08fa,13,130.0,hands-on,what is the brand of the engine i'm working on?,exmart
316df9ab-91a5-417a-abc4-ce49063bc5cd,13,133.3,hands-on,where should i apply glue next after finishing the 'seam' section?,the 'house' section
3581bcf8-7e3e-4c02-af98-3e96c05bfa40,13,147.8,hands-on,"what does the text on the bricks say, and is it consistent across all the bricks in this stack?",the text says suv and it is consistent across all the bricks
36beb308-b12d-406f-9524-5080b85fc13d,13,140.2,hands-on,which brand or type of soil amendment am i using for gardening setup?,humus vita stallatico super
42027a8d-1057-4328-98b7-133ad7c99fb5,13,141.3,hands-on,which of these construction panels is labeled “usg durock”?,the construction panel with usg durock text on it
46ed6fb8-f39e-4fd7-b327-9b1f6f568688,13,135.3,hands-on,which brand of power tool am i using for this task?,milwaukee
5fccf3ea-0992-478f-8a63-37c106de94a8,13,137.5,hands-on,what is written on the container i am holding?,p-lrpc
65770215-5551-4aa4-9699-763bd211e877,13,135.7,hands-on,what activities or services does radder provide related to the tool and tasks i'm handling here?,landscaping services
6b8b47be-786f-4436-b70b-796c1b70f975,13,146.8,hands-on,what brand name is displayed on the black cover of the machine i'm working on?,exmark
6f4a20f1-0da9-4e00-8aed-4bba8c0d1baa,13,130.0,hands-on,what brand of engine am i working on right now?,kawasaki
739c36a9-b774-4e7c-b4b6-4a904b48db61,13,143.5,hands-on,what type of coffee machine am i using to make my coffee?,bunn coffee machine
817d8a18-4da2-4d8f-b97c-9e3374f048af,13,123.8,hands-on,what brand are the black underwear i just picked up?,polo ralph lauren
8eed2026-9f16-4004-92dd-9a31eceefa32,13,123.8,hands-on,which brand name is written on the underwear i am holding?,polo ralph lauren
9e50476f-2e77-46f3-8b06-f1005ee55974,13,138.7,hands-on,what could be inside the box that is labeled not for everyone?,items that are intended for a specific audience or purpose
a0d443b6-804f-464a-a4fa-32945eb5749b,13,140.5,hands-on,what greeting is written on the page with the train and lion?,benvenuto dagli zii
b6465a6b-6901-450c-8a73-7d89a967b854,13,140.2,hands-on,which section of the room has guidelines or reminders for planting schedule?,harvest your plants on time
c0789499-30ff-4f96-9dd4-570125dcb410,13,141.0,hands-on,what name is written on the cloud in the book i am working on?,dagce
c153d473-96cc-4649-bd65-663aa199766c,13,144.8,hands-on,what brand is the gray toolbox?,stihl
d966f6a1-c789-4fc0-bd69-3e574a8054b3,13,147.5,hands-on,what items are to the left of the money magazine?, orange object
e2a8c9e2-9946-4f83-a14b-5f338f280458,13,141.2,hands-on,what hashtag can i use to tag my painting on social media?,#dtyis
06a63ff3-ae7e-4400-9dbf-084ccaa57377,14,133.3,hands-on,"when i finish with the seam section, where do i go next for the next step in the process?",proceed to the section labeled house.
0840fa70-c492-4c72-9bb1-8c81ee3da04d,14,126.5,hands-on,where should i record the final results?,on the same page under the eco pinks section
159b8635-67d7-4999-99db-442a0b58b1c1,14,143.7,hands-on,which area near the ozeen sign seems best suited for storing the yellow bags of materials?,near the corner of the room by the wall
15c8fcbf-f3aa-43a4-862d-0c734e81f7f8,14,147.7,hands-on,which tool am i using to assemble the wooden structure?,drill
3581bcf8-7e3e-4c02-af98-3e96c05bfa40,14,147.8,hands-on,where should i place the bricks labeled suv after lifting them from the ground?,in the pile near the marked area
36beb308-b12d-406f-9524-5080b85fc13d,14,140.2,hands-on,where should i ideally use this soil amendment for best results according to its packaging?,potted plants for the outdoors
36d9e651-daee-4cf4-8c58-2780e5511daa,14,139.7,hands-on,where do i place the box containing the specific screws i need for this task?,next to the hammer
380fed0b-bdf2-4100-8edd-a5add0d280bb,14,139.8,hands-on,which specific parts from the catalog of parts do i need to gather first to begin the space rail assembly?,"gather base parts, vertical rods, and screws"
546989c4-f954-431c-adab-53d62f54b584,14,143.0,hands-on,how many degrees of temperature is displayed on the device?,40
56745f1e-1e42-48dc-87f8-2f8cebef3f8f,14,140.2,hands-on,"is there a drink nearby i can sip while operating the machine? if so, which brand is it?",sprite
6df4ef45-3165-4c97-a8e4-484d2199f070,14,141.2,hands-on,where can i find more of the tubes labeled tirupati tubes?,in the packages on the left
738ede98-127c-470c-81d8-226b78a63b60,14,140.7,hands-on,"where can i find the safety warnings on the equipment, and what precautions should i take before continuing my repair work?",on the control panel and near the engine; ensure the machinery is off
8105346c-07fd-4aa1-b89b-de16bbd3e4cd,14,134.8,hands-on,where should i look to find the bag labeled cement?,"behind the drilling machine, in the corner"
82486477-661d-4116-85ae-4fc095503679,14,135.7,hands-on,what type of adhesive does the instruction guide suggest using for this project?,wood glue
848e795d-eddd-4100-9ae3-03dc0c81de4e,14,137.3,hands-on,"where exactly on my desk is the paper from chans pack consumables west located, and is there anything immediately to its right?","center of the desk, papers and a yellow object"
a31720b8-01aa-40c7-b469-9aa5992a4f06,14,143.5,hands-on,where can i find the container with the labels?,on the green mat
bde944e9-230f-4e67-af44-30725d80b3c3,14,146.5,hands-on,where can i find the andreani tools to help me with the repair work?,on the maintenance table with the yellow and red panels
bfd16164-8007-4dd2-9ccb-35dac1c4d482,14,140.2,hands-on,which type of bottle is placed on the table next to the drill?,sprite bottle
d89d8c89-fd7a-4103-8764-e015abae8328,14,136.0,hands-on,which colored pencils are in the metal case marked mo?,"pencils of different colors, including green, blue, and orange"
d966f6a1-c789-4fc0-bd69-3e574a8054b3,14,147.5,hands-on,where are the hammerite paint cans in relation to the 'money' magazine?,the hammerite paint cans are above the money magazine on the same set of shelves
e27e9ec7-aaf3-4e5c-a387-1699fe66ea4f,14,140.5,hands-on,where can i find the contact details for rader?,on the individual’s shirt
0354b658-b59e-476c-ac9d-739ee656bed0,15,136.7,hands-on,which tool on the table requires the mix gas to operate properly?,the chainsaw
06a63ff3-ae7e-4400-9dbf-084ccaa57377,15,133.3,hands-on,"which component is indicated to be glued along the house label, and how do i align it properly with the rest of the structure?",glue the component labeled house and align it precisely on the drawn outline
0840fa70-c492-4c72-9bb1-8c81ee3da04d,15,126.5,hands-on,what figures are the calculations for sample purity corrected based on?,the calculations for sample purity are corrected based on viola figures to ensure accuracy in experiment results
22f52615-6c72-4367-8832-78a2c863f998,15,140.2,hands-on,which letter comes directly after the yellow 'r' in the design?,blue 's'
25d300a2-3777-47f2-9055-f066f739b01c,15,142.0,hands-on,where can i find the instructions for handling emergencies at this workstation?,the sign near the sink
2abab07f-8dca-4fdc-aa2b-3d79e3252cbb,15,122.7,hands-on,which of the items on the shelf are labeled as ultra?,paper towels
2eda56d2-a9ea-4591-a822-552235568446,15,140.2,hands-on,where can i find the sequence of numbers and letters depicted ?,on the mat
449b08e6-6c67-4e79-b7c2-ef82f4ffa751,15,142.0,hands-on,what should i do with the ruler and red pencil after using them?,position the '304' ruler on the metal piece for drilling
5193b58e-d566-4dbc-b902-1adb8ac555dc,15,138.5,hands-on,which tools do i need to use to assemble the parts shown on the spacerail instruction sheet?,scissors and pliers
631e3230-caea-444d-baa1-d2cb31a4a429,15,139.8,hands-on,what brand of photo paper or film is compatible with the camera i am using?,polaroid
6884d86f-62c1-49ac-be67-f334ea288407,15,147.0,hands-on,"considering the text crane, which safety precautions should i follow while carrying out my activity?",use proper lifting techniques and wear protective gear
72be165b-2ebd-442e-929f-3c9c28f21d3c,15,125.7,hands-on,which equipment should i use for high-speed sample spinning?,use the machine labeled thermoshake
738ede98-127c-470c-81d8-226b78a63b60,15,140.7,hands-on,which model of the exmark machinery am i repairing?,the model is exmark lazer z
7431615c-e482-4669-8d5e-1d916af17d4d,15,145.8,hands-on,what safety instructions are required to enter the room labeled with 02?,follow the safety instructions provided on the door
8502a235-ea94-439c-83af-5fde0fda6ab4,15,139.5,hands-on,where can i find the safety instructions for this grinding machine before sharpening more tools?,on the label of the machine
92d717cc-4946-4cb9-9d03-ddc137f4ba84,15,126.3,hands-on,where is the paint tube labeled sap green located relative to the cerulean blue tube?,to the right
9de66400-05ec-4173-93c9-16c2cc9d881d,15,140.2,hands-on,how many different bowls of ingredients i had next to me during the preparation?,four
b6465a6b-6901-450c-8a73-7d89a967b854,15,140.2,hands-on,where can i find information on the preparation area for trays and soil?,tray-soil preparation area
c856e600-d33d-453e-b3f9-db920deedc2f,15,140.2,hands-on,where exactly is the tray - soil preparation area and what should i clean and re-feed according to the instructions?,on the right; clean & re-feed after work
d6b7d3f6-6210-4742-bd1f-e5feefdc697d,15,130.5,hands-on,which specific machine model am i repairing?,"toro, guaranteed to start"
d89d8c89-fd7a-4103-8764-e015abae8328,15,136.0,hands-on,where is the lid for the metal case labeled mo kept after i opened it?,still attached to the metal case
d9ab7264-d896-4d90-9d41-bec9004626f9,15,136.2,hands-on,where can i find the warning symbols on the 3d printer?,on the black part of fuselage 
da34ee91-8d41-4d2e-aa3a-d6adfd9eae98,15,140.7,hands-on,which type of soil am i working with for the preparation?,clean soil
5ea066c3-6daf-4acb-93d5-3310f46c5d9e,15,138.7,hands-on,where do i place the cutting knife ?,on the blue mat
03852f99-d3d1-4034-8140-1677e62420a1,1,5.3,kitchen,"what brand is the refrigerator, and how do i adjust the temperature settings?","the brand is whirlpool, and you can adjust the temperature settings using the dials on the top panel"
067618dc-1a01-4023-9a7b-aa26217eeed7,1,12.5,kitchen,which brand of dish soap am i using to clean the dishes?,dawn
0d173aa3-9a94-4ba4-84bc-949d3254a63d,1,12.0,kitchen,what specific function does the softmec machine serve?,the softmec machine is used for mixing ingredients
125021ea-4af4-4574-9bde-bd7ee753260b,1,56.7,kitchen,what number should the hood exhaust or microwave be set to?,2
15f31177-16fb-4a91-bb52-c8598d46d2f9,1,20.3,kitchen,what cleaning product am i currently using in the kitchen?,a bottle of fairy dish soap
1d37d8e5-82da-440b-8476-58dd71fea1a2,1,14.5,kitchen,what brand of dishwashing liquid do i need to buy?,you should buy fairy dishwashing liquid
1e99206e-c4f1-4d0e-8caf-d8795acdbda9,1,20.0,kitchen,what brand of cleaning cloths or sponges？,vileda
211b3099-3cba-4b1b-a7ca-b7ec5a4b34af,1,24.8,kitchen,what is the current temperature of the furnace?,41°c
22bd1d29-232f-496b-9fc0-206998f39426,1,21.7,kitchen,what brand is the packaging on the top shelf from?,coop
238eab06-175e-4cee-9be7-a32264876575,1,7.7,kitchen,where should i place the fairy detergent?,next to the sink with the other cleaning products
23b32979-9de5-4721-993a-c001a400f963,1,50.2,kitchen,where should i place the vileda sponge？,on the counter beside the sink
24a42871-2cf3-4906-81ff-0dd559cc745e,1,22.5,kitchen,what brand is the appliance near the flour?,geepas
2883ce56-a1a2-48d0-82c9-e4d6c0ed19a6,1,18.8,kitchen,what drinks do i have in the refrigerator?,alpro soya drink
2d4c64ed-f722-412f-9dec-e6f25d04d352,1,10.7,kitchen,what brand is the green packet with the label bhindi okra?,cofresh
3179da5d-0f44-4d0f-91d8-d404805f54c3,1,13.5,kitchen,what cleaning product should i use to wash the dishes?,the bottle labeled fairy
339fe26b-487b-4f1d-8755-e26cf7f2c58c,1,22.7,kitchen,what time is it now?,12:18:00
33e3c929-b289-4136-932f-012445bedfc2,1,9.7,kitchen,what cleaning product brand am i using at the sink?,ecover
39960e01-18a0-4081-8a66-106c8b4755bf,1,21.7,kitchen,what type of dishwashing liquid am i using to clean the dishes?,fairy
46e1aee1-adea-4c9c-ac5b-9d933a3d3a43,1,57.2,kitchen,what is the kind of dishwashing liquid?,fairy
47f4c828-f238-459f-91c3-6b221db54c5b,1,28.2,kitchen,what brand of dishwashing liquid should i use to clean the dishes?,use the fairy dishwashing liquid
4bd1cbed-07c1-444b-9a3f-783a159e4367,1,11.7,kitchen,what brand is the sponge?,vileda
4d645971-b161-4760-865d-11601904f28c,1,9.8,kitchen,what is in the vasabi box next to the stove?,multiple bottles
4e0b4961-1c21-4025-9ba6-0b526e3aaf3c,1,20.8,kitchen,which dishwashing liquid am i using for cleaning the dishes?,fairy
51654269-ab9b-4d28-a07d-5e6316e73aba,1,17.8,kitchen,where do i put the large shrimp package last time?,on the middle shelf next to the frozen vegetables
5f9e5bde-5d7b-458f-a537-99a703396c4c,1,21.7,kitchen,what brand is the minced meat that i'm about to use for cooking?,co-op
6472e377-b65c-461a-a750-9b28a673dc86,1,8.8,kitchen,what brand is the sponge i’m using to wash the dishes?,vileda
6b4e9866-df2c-4b46-92b7-55e1496f0189,1,22.2,kitchen,what is the brand of strawberries in the bag on the table?,nice!
6c33655c-d349-401f-9839-fe1a4d8c5cf4,1,21.0,kitchen,what do i wash next to fairy dish soap?,chickpeas
